Date,Close,High,Low,Open,Repaired?,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Close_lag1,Close_lag2,Close_lag3,Close_lag5,Close_lag10,Open_lag1,Open_lag2,Open_lag3,Open_lag5,Open_lag10,High_lag1,High_lag2,High_lag3,High_lag5,High_lag10,Low_lag1,Low_lag2,Low_lag3,Low_lag5,Low_lag10,Close_rollmean3,Close_rollstd3,Close_rollmean5,Close_rollstd5,Close_rollmean10,Close_rollstd10,Close_rollmean20,Close_rollstd20,Open_rollmean3,Open_rollstd3,Open_rollmean5,Open_rollstd5,Open_rollmean10,Open_rollstd10,Open_rollmean20,Open_rollstd20,High_rollmean3,High_rollstd3,High_rollmean5,High_rollstd5,High_rollmean10,High_rollstd10,High_rollmean20,High_rollstd20,Low_rollmean3,Low_rollstd3,Low_rollmean5,Low_rollstd5,Low_rollmean10,Low_rollstd10,Low_rollmean20,Low_rollstd20,FII_Gross_Purchase,FII_Gross_Sales,FII_Net,DII_Gross_Purchase,DII_Gross_Sales,DII_Net,Repo Rate,%Change,sentiment_daily_x,sentiment_daily_y,"('Date', '')","('Close', '^NSEI')","('High', '^NSEI')","('Low', '^NSEI')","('Open', '^NSEI')","('Volume', '^NSEI')",SMA,EMA,RSI,MACD,MACD_Signal,BB_Upper,BB_Middle,BB_Lower,ATR,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Close_Lag_10
2023-03-03,17594.34961,17644.75,17427.69922,17451.25,False,356200,9195744.931,44056000,0.309695947,673979238.4,56686411.85,91237761.88,11303426.57,13558.91272,96.95615079,0.074095172,10324.11252,19341.60603,1306.619019,174.6880128,0.90311851,0,0,10271.10158,10417.50182,10124.70133,2.850721389,25.51105118,1,0,5015.100098,17870.30078,11442.70044,124.5162783,0.978533889,2571.063532,45.70973502,926.6062119,30.41177492,896.194437,11522.55835,11218.79233,12339.33466,11412.72844,1.015812859,0.930461395,0.085351464,-0.047375519,26.27474325,7236.086696,259.4637945,201.3656876,58.09810682,11556.5,13254.0,12405.25,14488.74951,69.40016006,10.52516719,57.67901522,39.72309762,121.0610699,14488.74951,15004.7251,16,20,-4,5069.758984,16780.23447,0,0,58.99260525,1.0,0.928825607,0.759690872,4.336360728,75.12476088,97.85338886,88.92043139,-2.146611141,2826.298888,18.9615203,8.119059491,0.011530321,8.107529171,18.02526863,11.6975044,6.32776423,18163.078,6.64502034,6.433556623,44.42314476,16498.05078,15245.59961,11303.2998,7475.600098,17854.05078,16723.19922,15064.40039,11217.5498,7429.549805,17721.75,16768.94922,15273.15039,11342.25,7483.950195,17870.30078,16442.94922,14995.7998,11152.5498,7406.049805,17584.19922,16446.0,1175.239807,13907.76992,3673.410651,10285.64502,4657.407459,10324.11252,4625.876564,16412.94987,1223.296268,13867.97988,3684.200848,10249.08989,4659.564443,10303.94253,4633.464936,16562.2832,1199.230716,13987.23984,3727.35327,10337.02998,4699.769947,10379.3875,4662.330722,16288.81608,1223.254457,13775.81953,3639.50561,10190.62974,4613.033817,10232.14988,4577.602084,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.2715,0,,,,,,,21002.689313571413,20419.23586784557,46.99516444542472,-547.1615550887327,-181.0732856568296,25786.676903983665,20547.74511699999,15308.813330016319,4219.686789675124,17854.05078,21517.34961,18232.55078,19133.25,18534.09961
2023-03-04,17398.05078,17428.05078,17312.75,17427.94922,False,230200,8633197.326,44637600,0.141639414,314356657.1,459010581.3,75411378.72,11524820.99,11796.97089,85.35302357,0.066605076,10632.34253,19792.59714,1472.087921,172.3092457,0.869296954,0,0,10858.4083,11002.12832,10714.68828,2.647165511,23.25132751,1,0,5015.100098,17870.30078,11442.70044,120.9065702,0.963263895,3397.348473,45.52339644,273.3584539,-128.4574546,401.8159085,11251.45418,10384.83849,10963.35731,10689.99886,1.002761203,0.949443945,0.053317258,-0.183470316,25.48542158,670.9572708,203.8678202,228.1707727,-24.30295253,11494.6001,11442.70044,11468.65027,14488.74951,23.54382931,9.197880494,56.72518289,41.01381148,112.5715305,13871.37476,15004.7251,28,32,-4,5344.450195,16462.947,1,0,57.98544999,0.934787594,0.567690325,0.465709388,1.237327902,70.91551192,97.99436417,57.15971842,-2.005635829,582.6340214,95.53754867,2.557142031,-1.333799587,3.890941618,8.689213403,5.364428908,3.324784495,17545.92611,115.2211979,76.64961409,42.81182664,8083.799805,11643.9502,10245.0,6736.100098,15245.59961,8356.549805,11735.2998,10186.84961,6772.049805,15064.40039,8356.549805,11761.0,10255.34961,6776.75,15273.15039,8055.799805,11629.15039,10171.0498,6696.899902,14995.7998,12375.26693,4699.993183,11321.73008,3640.453166,10846.85508,4777.19099,10632.34253,4699.111464,12506.59961,4584.620964,11385.44961,3603.180824,10896.71475,4765.254657,10638.65486,4698.921456,12515.2002,4582.537063,11409.25996,3594.531276,10936.04492,4795.397153,10698.42505,4724.637799,12332.56673,4668.391333,11272.23008,3622.809209,10792.3249,4743.446934,10552.71238,4655.556052,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.2715,0,,,,,,,20641.600027857126,20016.411189466162,46.823253417789736,-730.7298206482919,-291.00459265512205,25820.201137906577,20404.25263649999,14988.304135093404,3938.3948482697574,17594.34961,17854.05078,21517.34961,24276.05078,24123.84961
2024-03-04,22434.65039,22521.09961,22346.5,22385.69922,False,309600,8636213.84,44947200,0.166051071,492210168.8,285551538.5,100650459.8,11614447.76,12791.68402,90.17143044,0.066605076,10876.06509,20972.22853,779.901646,185.6583858,1.072424633,1,0,11444.81833,11573.39831,11316.23835,2.246955384,43.23539316,1,0,5015.100098,22521.09961,13768.09985,160.958944,0.995061738,3569.918508,42.79042686,1168.198586,130.8737535,1037.324832,12179.06673,11016.87121,12728.17163,11559.97305,1.007494575,0.948638465,0.05885611,0.120172423,25.61649429,4369.534522,243.4823622,226.395058,17.08730424,13932.7749,13768.09985,13850.43738,14488.74951,56.16799164,10.34075337,61.29597829,36.6224053,179.8311461,13871.37476,15004.7251,100,28,72,5586.122207,16462.947,0,0,62.48265826,1.0,0.721484494,0.561643182,5.328451161,75.14893079,99.49670499,73.25388712,-0.503295014,2881.614573,98.4787698,10.10554766,0.954069863,9.1514778,7.979911489,5.887525424,2.092386064,17670.71716,28.94921778,25.42484803,84.15473335,17398.05078,8083.799805,11643.9502,9237.849609,16498.05078,17427.94922,8356.549805,11735.2998,9220.599609,16723.19922,17428.05078,8356.549805,11761.0,9245.349609,16768.94922,17312.75,8055.799805,11629.15039,9192.400391,16442.94922,15972.16699,7280.905614,13961.09024,5859.499272,11440.51504,5813.878507,10876.06509,5179.222565,16056.73275,7114.382214,14018.46953,5778.983359,11462.96475,5765.908619,10869.55232,5158.642085,16101.90007,7174.790909,14064.40996,5814.292415,11511.25996,5810.378653,10935.42251,5194.172463,15905.0166,7248.60766,13903.05,5835.380917,11382.67998,5779.146565,10794.47986,5136.62995,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.7501,0,,,,,,,20947.814313571413,20338.843082870673,51.704815246973766,-464.4436800963995,-325.6924101433775,26001.599318881403,20616.112694999993,15230.626071118582,4023.0129898219175,17398.05078,17594.34961,17854.05078,18232.55078,19526.55078
2023-03-05,18089.84961,18116.34961,18042.40039,18113.80078,False,226200,8481283.128,46596900,-0.122039807,480296520.3,115544028.0,112802858.2,11945019.84,12556.6566,86.06378848,0.023038903,10425.02004,20418.06326,431.9768231,191.7126908,0.883508277,0,0,9417.843311,9518.908154,9316.778467,2.14624177,43.40317978,1,0,5180.649902,22521.09961,13850.87476,166.3349292,0.744455878,3020.321728,54.27492217,721.3408168,-73.12871517,794.469532,11160.66264,10650.64427,11606.86447,10885.52366,0.999814631,0.965681725,0.034132905,-0.14242189,24.16614461,6973.030736,0.886917491,62.94926259,-62.0623451,11648.49976,13850.87476,12749.68726,14488.74951,58.00170257,9.213314409,58.04934148,39.93234155,125.442095,12965.72498,15004.7251,60,72,-12,5180.649902,18483.01481,1,0,59.10143655,0.808514524,0.610264097,0.474167616,3.006251377,79.84110699,74.44558778,55.5431583,-25.55441222,2158.571041,123.7790401,6.626606488,-0.938330628,7.564937116,-0.078364409,-6.74163266,6.663268252,16751.89295,23.61393814,21.19931208,48.49045442,14634.15039,11712.25,10679.65039,7747.0,22434.65039,14481.0498,11722.59961,10720.15039,7824.799805,22385.69922,14673.84961,11770.90039,10720.59961,7890.25,22521.09961,14416.25,11699.34961,10647.4502,7735.149902,22346.5,14812.08333,3192.520837,12885.57012,3505.552,9409.525049,4402.894411,10425.02004,5126.323008,14772.4834,3205.551942,12876.46016,3480.619166,9437.990087,4362.195375,10450.47742,5083.371592,14853.69987,3176.545457,12925.59981,3500.250206,9472.534864,4384.711576,10491.89741,5117.862225,14719.33333,3182.368289,12820.77012,3471.273926,9371.47002,4367.233211,10377.075,5091.097369,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.2715,0,,,,,,,20622.217912857126,20038.977286487916,47.641852890302054,-597.1159264435337,-379.97711340340874,25908.29529804988,20437.31513649999,14966.334974950101,4049.387061977495,22434.65039,17398.05078,17594.34961,21517.34961,24717.69922
2024-03-05,22475.84961,22794.69922,22348.05078,22766.34961,False,438100,8293888.884,47035000,-0.206232803,686183674.5,457965029.1,149580316.6,12051239.99,13968.82605,87.74509255,0.023038903,10669.09504,21549.68619,-211.496105,203.9646494,1.042560345,1,0,11148.07996,11286.94461,11009.21532,2.491274712,41.28708933,1,0,5180.649902,22794.69922,13987.67456,165.094127,0.981897995,3188.774516,53.51698781,1534.949713,248.4869705,1286.462743,11583.81254,11169.09041,13279.01603,11744.06632,0.999336224,0.961591645,0.037744579,0.246765876,24.71920186,11765.55535,108.3752519,60.0346799,48.34057203,13987.67456,13987.67456,13987.67456,13735.24951,79.00085129,10.49144564,62.3673434,35.76614879,181.1030261,12309.55017,15004.7251,100,68,32,5439.363896,18483.01481,0,0,63.17318804,1.0,0.804394231,0.624030541,6.517285484,80.22190595,98.18979949,75.71747688,-1.810200507,4401.217934,29.18602144,13.07000209,1.863335915,11.20666617,6.400166021,-4.113272924,10.51343895,19107.15529,24.24564103,21.70903962,84.49291697,18089.84961,14634.15039,11712.25,9311.950195,5222.75,18113.80078,14481.0498,11722.59961,9344.700195,5278.399902,18116.34961,14673.84961,11770.90039,9346.299805,5278.700195,18042.40039,14416.25,11699.34961,9298.400391,5210.049805,18399.94987,3930.036042,15518.35,4839.954317,11134.83501,5753.28042,10669.09504,5581.625488,18453.7334,4153.096902,15560.79004,4943.867149,11186.78506,5783.298511,10716.2324,5583.010153,18528.29948,4076.067543,15615.27969,4935.150743,11224.13477,5795.03669,10749.39487,5603.228838,18268.90039,3970.748367,15430.7002,4808.905383,11085.27012,5709.228938,10623.09258,5548.10846,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.7501,0,,,,,,,20903.7714842857,20363.893596289527,51.76262779406859,-344.37633681301304,-372.8569580853296,26059.038408847326,20680.587597499987,15302.136786152649,4096.205815407674,18089.84961,22434.65039,17398.05078,17854.05078,25278.69922
2024-03-06,23263.90039,23338.69922,23062.30078,23337.90039,False,569400,8223887.79,48677900,-0.07750344,915498541.5,316475971.1,134049190.0,12626682.6,14493.07182,87.26668387,0.013928471,11190.50251,22077.3288,303.6762246,194.5726079,1.054495753,1,0,11294.64998,11433.64486,11155.65511,2.46125155,43.55644543,1,0,5020.149902,23338.69922,14179.42456,163.6972897,0.995916771,3408.181052,52.11849241,1534.453899,329.5567508,1204.897148,11708.56665,11313.78852,13410.43331,11875.97942,1.002059736,0.95275756,0.049302176,0.381581157,25.18736656,11285.3471,322.8486695,120.3062977,202.5423718,14627.52466,14179.42456,14403.47461,14084.84961,68.91934974,10.35862479,62.08376232,35.60727962,178.4082663,11422.62524,14488.74951,100,60,40,5020.149902,20142.0792,1,0,63.25132151,1.0,0.768148265,0.584374589,6.469312293,75.64144447,99.59167711,74.89420526,-0.40832289,4324.434515,28.60195575,12.92065138,2.644037973,10.27661341,19.70488108,8.485032176,11.2198489,19874.55171,40.27664294,33.84463079,90.96162848,16584.30078,15690.34961,10061.5498,8220.799805,5110.5,16761.65039,15655.5498,10108.2998,8246.200195,5020.149902,16793.84961,15705.09961,10176.2002,8262.0,5125.700195,16567.90039,15611.0,10035.5498,8209.849609,5020.149902,18512.85026,4138.737148,15537.73008,5066.993825,11291.64502,5669.181417,11190.50251,5584.824048,18585.03353,4153.091884,15563.43008,5115.536218,11323.42012,5683.233239,11221.62507,5618.030173,18612.54948,4129.008678,15623.37969,5073.640714,11365.6499,5680.558021,11265.63735,5617.737721,18413.73372,4054.108576,15439.37012,5024.904183,11226.65503,5623.838899,11129.22756,5545.824037,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.7501,0,,,,,,,20842.346539999988,20750.561168784257,52.486204547853056,-79.57202246644738,-314.19997096155316,26225.329007260385,20751.09257799999,15276.856148739595,3865.251800735697,22475.84961,18089.84961,22434.65039,17594.34961,19133.25
2023-03-07,19322.55078,19345.09961,19234.40039,19246.5,False,226100,8672580.492,49487100,0.074371376,528082998.2,425600796.8,107244261.3,12909195.76,13389.56688,75.80932543,0.008479477,10372.35256,20029.17939,715.5257334,186.2032123,0.963413002,0,0,11258.11672,11348.56642,11167.66701,1.606835489,45.07965811,1,0,5020.149902,23338.69922,14179.42456,176.609397,0.780760563,3523.333204,52.71063572,636.7506071,116.92737,519.8232371,12079.88765,11321.18275,11894.92622,11258.17561,0.995573912,0.968281713,0.027292199,0.164961329,24.21888802,5317.997047,286.1615478,298.288664,-12.12711628,12305.5249,14179.42456,13242.47473,14176.89966,19.04415197,8.236843669,58.22197148,40.09841699,160.4077012,13809.48731,14488.74951,64,24,40,5020.149902,20955.36508,0,0,58.96965585,0.769791556,0.476196972,0.365854144,2.544662862,77.35077475,77.77787743,48.04434155,-22.22212257,1465.636623,92.043484,5.655895138,0.946837975,4.709057163,4.334670776,1.60446786,2.730202916,19214.22292,82.16191123,59.97257277,58.60907679,10607.34961,11916.75,10699.90039,8484.900391,16584.30078,10614.9502,11932.15039,10668.59961,8440.099609,16761.65039,10631.2998,11945.2002,10713.2998,8497.75,16793.84961,10562.65039,11887.0498,10630.25,8424.150391,16567.90039,13948.88346,4699.559306,12432.31016,3937.327115,11268.40015,5764.256478,10372.35256,4953.847638,13931.2002,4650.060546,12410.03008,3911.033006,11267.33008,5766.486543,10379.48757,4960.678704,13973.86654,4697.785873,12451.77988,3940.408597,11298.19985,5773.25382,10421.27493,4963.99917,13894.70019,4671.488745,12371.58008,3925.407129,11207.75015,5714.716363,10315.09504,4922.520006,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.2715,0,,,,,,,20827.775111428557,20560.159783613024,48.56265762633258,-185.60710663974896,-288.4813980971923,26141.069613739288,20851.12509749999,15561.18058126069,3876.9838149688617,23263.90039,22475.84961,18089.84961,17398.05078,24276.05078
2024-03-07,24286.5,24309.15039,24207.09961,24291.75,True,0,8672580.492,49487100,0.074371376,452642569.9,425600796.8,97924705.58,12909195.76,13499.47842,74.05618353,0.010657848,11331.15256,22410.88162,251.4235069,195.5622607,1.084641888,1,0,11362.7117,11435.72664,11289.69676,1.285167543,89.00098384,1,0,5265.950195,24309.15039,14787.55029,168.0605754,0.998810579,3669.659844,51.24304419,1578.085508,409.1589975,1168.92651,12796.23352,11897.12697,13801.32219,12223.23668,0.997055452,0.970710614,0.026344838,0.500036189,24.30460766,5253.148217,375.4938036,304.8142102,70.67959338,15034.77515,14664.65015,14849.71265,14662.12524,52.80449447,9.54455077,62.28601541,36.15507965,197.1182677,13809.48731,14488.74951,100,20,80,5265.950195,20955.36508,1,0,63.03975398,0.98862484,0.681832749,0.492429973,6.289545646,78.6743147,99.88105786,69.07130889,-0.118942141,3928.39046,54.78622595,12.91053711,3.339577802,9.570959309,-4.654162398,0.352741808,-5.006904207,19246.74089,25.68992716,22.86477924,99.35563308,19322.55078,10607.34961,11916.75,9615.0,23263.90039,19246.5,10614.9502,11932.15039,9587.950195,23337.90039,19345.09961,10631.2998,11945.2002,9624.0,23338.69922,19234.40039,10562.65039,11887.0498,9543.549805,23062.30078,18072.13346,6924.770498,15366.61016,6155.164034,11370.66011,6004.759237,11331.15256,5683.781079,18051.06673,6916.321906,15350.79004,6147.265741,11362.71504,5991.820046,11343.06758,5683.851307,18095.18327,6924.060755,15388.80996,6155.839657,11395.24497,6001.769816,11380.44744,5687.540411,18001.38346,6905.287589,15304.29004,6138.263462,11322.23003,5983.714076,11274.44253,5651.908182,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.7501,0,,,,,,,20796.975167142842,21057.005145797953,53.297849827659775,129.4167065764923,-204.9017771624554,26401.43631606485,20942.78505849999,15484.133800935131,3956.2420860425145,19322.55078,23263.90039,22475.84961,22434.65039,18232.55078
2023-03-08,19381.65039,19537.65039,19296.44922,19463.75,False,315700,8467714.436,50479300,0.057866586,442552527.8,160472888.0,121450216.9,13266183.11,13230.42781,68.31138029,0.017014972,11336.66003,21702.38315,970.9369188,182.870847,0.888057363,0,0,11283.64497,11408.50039,11158.78955,2.213033463,32.9295311,1,0,5164.649902,24309.15039,14736.90015,168.8724936,0.742615379,2957.648608,54.4802589,1219.898654,286.5617646,933.3368892,11883.42082,11911.91543,13242.51255,12022.6139,1.000665425,0.970506102,0.030159323,0.314498471,24.19629157,12949.83997,343.4942313,268.4870498,75.00718149,12351.15015,14736.90015,13544.02515,14664.65015,70.57133421,8.928640503,58.34936118,39.88333885,133.506221,13907.42456,13812.84961,56,68,-12,5409.506904,17849.48458,0,0,59.20386767,0.791146098,0.697108067,0.552676829,4.864718517,77.59516634,74.26153791,65.13028132,-25.73846209,3526.903432,0.305858221,10.14670074,2.275249184,7.871451557,10.37006956,-0.832924799,11.20299436,18920.46786,11.46470415,10.85378001,59.09419569,17388.15039,16130.75,10891.59961,10013.65039,5439.549805,17349.25,15951.5498,11057.5498,10081.15039,5432.5,17407.5,16146.90039,11058.0498,10081.15039,5459.200195,17225.84961,15914.34961,10882.25,9998.25,5426.399902,17633.51693,1639.280906,15030.59004,3751.625351,11287.5,4881.963762,11336.66003,5317.50376,17588.18327,1768.248962,15023.97988,3728.129939,11294.45005,4868.868907,11335.26504,5305.898656,17697.35026,1713.857132,15103.62012,3754.278145,11344.14517,4902.105482,11376.80508,5325.103353,17478.88281,1705.188786,14922.68965,3704.937901,11219.28975,4834.223315,11278.78237,5285.140258,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.2715,0,,,,,,,20375.757393571414,20833.62451169156,48.54268142939298,-16.514653172336693,-167.22435236443167,26362.331521337757,21004.485058499988,15646.638595662218,4030.0855641823355,24286.5,19322.55078,23263.90039,18089.84961,21517.34961
2024-03-09,25279.84961,25321.69922,25235.80078,25313.40039,False,212100,7664586.153,51556500,-0.214066076,623419327.2,324097551.2,129217895.3,13692795.93,13236.9687,73.59033545,0.016025908,11069.91748,21781.83218,358.0027782,193.5319702,1.163276946,1,0,10868.22163,10984.03145,10752.41182,2.131164016,62.72109959,1,0,5164.649902,25321.69922,15243.17456,182.0885237,0.997923823,3469.521363,50.02985608,1416.23417,154.1364108,1262.097759,12107.76253,11679.65193,13460.74974,12044.51557,0.997737885,0.961054699,0.036683187,0.124589872,25.23032534,6318.23291,269.6906349,199.2774791,70.41315575,15282.42456,15243.17456,15262.79956,15170.92456,55.33919832,9.872641547,64.02621374,34.19410481,229.3331872,14240.87463,14176.89966,100,28,72,5485.088896,16432.28151,0,0,65.11175705,1.0,0.806794988,0.633750562,6.011276211,80.48027591,99.79157055,76.08860152,-0.20842945,3674.755744,56.71837707,11.75833234,1.021445562,10.73688678,10.37422404,5.031036228,5.343187816,18274.97238,45.92723325,37.79379091,107.5095392,17323.59961,11527.4502,10797.90039,7823.0,19381.65039,17262.44922,11566.2002,10960.9502,7774.450195,19463.75,17340.09961,11584.9502,10967.5,7845.600098,19537.65039,17212.19922,11507.65039,10772.7002,7754.049805,19296.44922,18043.63314,6904.415877,15302.22988,6164.703685,10852.33496,6309.398706,11069.91748,5495.096297,18047.34994,6907.128934,15370.95996,6112.539499,10907.76001,6291.427219,11101.10503,5478.854634,18082.24968,6898.380857,15393.20977,6117.901954,10934.06987,6292.248975,11139.10752,5493.767409,17985.2168,6896.643779,15259.1502,6147.742642,10818.26006,6293.2358,11018.7749,5465.561613,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.7501,0,,,,,,,20814.800222857128,21426.454524799352,53.872303405622425,339.8514802799764,-65.80918583555005,26771.016738577466,21136.067577999987,15501.118417422509,4166.5115117407395,19381.65039,24286.5,19322.55078,22475.84961,17854.05078
